name,brand,description,price,gender,department,section,category,subcategory,sport,sizes,stock,images_default,images_men,images_women,discount,rating,featured
XTRN Essential Sweatshirt,XTRN,"Essential Sweatshirt with soft fleece lining, unisex fit",1299,unisex,men|women,Top Wear,Sweatshirts,,,S|M|L|XL|XXL,50,https://res.cloudinary.com/duvfdxql9/image/upload/v1787047248/Model_wearing_black_sweatshirt_202608181527_gepslx.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787047249/Model_wearing_black_sweatshirt_202608181527_1_ofv7ng.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787047249/Model_wearing_black_sweatshirt_202608181528_jb20yq.jpg,https://res.cloudinary.com/duvfdxql9/image/upload/v1787047248/Model_wearing_black_sweatshirt_202608181527_gepslx.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787047249/Model_wearing_black_sweatshirt_202608181527_1_ofv7ng.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787047249/Model_wearing_black_sweatshirt_202608181528_jb20yq.jpg,https://res.cloudinary.com/duvfdxql9/image/upload/v1787047248/Model_wearing_black_sweatshirt_202608181529_kis0rl.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787047248/Model_wearing_black_sweatshirt_202608181529_1_bwpcq7.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787047248/Model_wearing_black_sweatshirt_202608181530_mvshuq.jpg,0,0,TRUE
XTRN Crew Neck Sweatshirt,XTRN,"Crew Neck Sweatshirt with soft fleece lining, unisex fit",1399,unisex,men|women,Top Wear,Sweatshirts,,,S|M|L|XL|XXL,55,https://res.cloudinary.com/duvfdxql9/image/upload/v1787047556/Model_wearing_crew_neck_sweatshirt_202608181534_2_gsqpia.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787047556/Model_wearing_crew_neck_sweatshirt_202608181535_hztmxp.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787047556/Model_wearing_crew_neck_sweatshirt_202608181535_1_llifhr.jpg,https://res.cloudinary.com/duvfdxql9/image/upload/v1787047556/Model_wearing_crew_neck_sweatshirt_202608181534_2_gsqpia.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787047556/Model_wearing_crew_neck_sweatshirt_202608181535_hztmxp.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787047556/Model_wearing_crew_neck_sweatshirt_202608181535_1_llifhr.jpg,https://res.cloudinary.com/duvfdxql9/image/upload/v1787047556/Model_wearing_crew_neck_sweatshirt_202608181533_xxaziv.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787047556/Model_wearing_crew_neck_sweatshirt_202608181534_phs2ey.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787047556/Model_wearing_crew_neck_sweatshirt_202608181534_1_oy86t8.jpg,0,0,FALSE
XTRN Zip-Up Sweatshirt,XTRN,"Zip-Up Sweatshirt with soft fleece lining, unisex fit",1499,unisex,men|women,Top Wear,Sweatshirts,,,S|M|L|XL|XXL,60,https://res.cloudinary.com/duvfdxql9/image/upload/v1787047962/Model_wearing_navy_zip_sweatshirt_202608181538_nesqgc.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787047960/Model_wearing_navy_zip_sweatshirt_202608181538_1_pruwrq.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787047960/Model_wearing_navy_zip_sweatshirt_202608181539_caxvuw.jpg,https://res.cloudinary.com/duvfdxql9/image/upload/v1787047962/Model_wearing_navy_zip_sweatshirt_202608181538_nesqgc.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787047960/Model_wearing_navy_zip_sweatshirt_202608181538_1_pruwrq.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787047960/Model_wearing_navy_zip_sweatshirt_202608181539_caxvuw.jpg,https://res.cloudinary.com/duvfdxql9/image/upload/v1787047960/Model_wearing_navy_zip_sweatshirt_202608181540_x7zuqc.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787047960/Model_wearing_navy_zip_sweatshirt_202608181541_rnrxeo.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787047960/Model_wearing_navy_zip_sweatshirt_202608181542_bc7twc.jpg,0,0,FALSE
XTRN Oversized Sweatshirt,XTRN,"Oversized Sweatshirt with soft fleece lining, unisex fit",1299,unisex,men|women,Top Wear,Sweatshirts,,,S|M|L|XL|XXL,65,https://res.cloudinary.com/duvfdxql9/image/upload/v1787048543/Model_wearing_oversized_sweatshirt_202608181551_m8awzd.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787048437/Model_wearing_oversized_sweatshirt_202608181549_q3lnmy.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787048437/Model_wearing_oversized_sweatshirt_202608181550_whsr3q.jpg,https://res.cloudinary.com/duvfdxql9/image/upload/v1787048543/Model_wearing_oversized_sweatshirt_202608181551_m8awzd.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787048437/Model_wearing_oversized_sweatshirt_202608181549_q3lnmy.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787048437/Model_wearing_oversized_sweatshirt_202608181550_whsr3q.jpg,https://res.cloudinary.com/duvfdxql9/image/upload/v1787048437/Model_wearing_oversized_sweatshirt_202608181546_hcywzt.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787048437/Model_wearing_oversized_sweatshirt_202608181546_2_fxzny8.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787048437/Model_wearing_oversized_sweatshirt_202608181546_1_xlebd6.jpg,0,0,TRUE
XTRN Tech Fleece Sweatshirt,XTRN,"Tech Fleece Sweatshirt with soft fleece lining, unisex fit",1599,unisex,men|women,Top Wear,Sweatshirts,,,S|M|L|XL|XXL,70,https://res.cloudinary.com/duvfdxql9/image/upload/v1787049388/Model_wearing_tech_fleece_sweats__202608181555_gwqjd8.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787049388/Model_wearing_tech_fleece_sweats__202608181555_1_ge73yx.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787049388/Model_wearing_tech_fleece_sweats__202608181556_flj6dp.jpg,https://res.cloudinary.com/duvfdxql9/image/upload/v1787049388/Model_wearing_tech_fleece_sweats__202608181555_gwqjd8.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787049388/Model_wearing_tech_fleece_sweats__202608181555_1_ge73yx.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787049388/Model_wearing_tech_fleece_sweats__202608181556_flj6dp.jpg,https://res.cloudinary.com/duvfdxql9/image/upload/v1787049388/replace_as_girl_same_product_202608181604_jvnplf.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787049387/replace_as_girl_same_product_202608181604_1_vvogku.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787049388/replace_as_girl_same_product_202608181605_x7bchs.jpg,0,0,FALSE
XTRN Heavyweight Sweatshirt,XTRN,"Heavyweight Sweatshirt with soft fleece lining, unisex fit",1499,unisex,men|women,Top Wear,Sweatshirts,,,S|M|L|XL|XXL,75,https://res.cloudinary.com/duvfdxql9/image/upload/v1787049909/Model_wearing_dark_olive_sweatshirt_202608181614_kaecrg.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787049834/Model_wearing_dark_olive_sweatshirt_202608181611_c6lipi.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787049834/Model_wearing_dark_olive_sweatshirt_202608181611_1_ffqyet.jpg,https://res.cloudinary.com/duvfdxql9/image/upload/v1787049909/Model_wearing_dark_olive_sweatshirt_202608181614_kaecrg.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787049834/Model_wearing_dark_olive_sweatshirt_202608181611_1_ffqyet.jpg,https://res.cloudinary.com/duvfdxql9/image/upload/v1787049834/Model_wearing_dark_olive_sweatshirt_202608181612_f4vq0f.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787049834/Model_wearing_dark_olive_sweatshirt_202608181612_1_wq089s.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787049834/Model_wearing_dark_olive_sweatshirt_202608181613_kcm57d.jpg,0,0,FALSE
XTRN Raglan Sweatshirt,XTRN,"Raglan Sweatshirt with soft fleece lining, unisex fit",1399,unisex,men|women,Top Wear,Sweatshirts,,,S|M|L|XL|XXL,80,https://res.cloudinary.com/duvfdxql9/image/upload/v1787050277/Model_wearing_dark_olive_sweatshirt_202608181619_pkz9je.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787050276/Model_wearing_dark_olive_sweatshirt_202608181620_h0uqjd.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787050276/Model_wearing_dark_olive_sweatshirt_202608181620_1_kws9ox.jpg,https://res.cloudinary.com/duvfdxql9/image/upload/v1787050277/Model_wearing_dark_olive_sweatshirt_202608181619_pkz9je.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787050276/Model_wearing_dark_olive_sweatshirt_202608181620_h0uqjd.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787050276/Model_wearing_dark_olive_sweatshirt_202608181620_1_kws9ox.jpg,https://res.cloudinary.com/duvfdxql9/image/upload/v1787050277/Model_wearing_dark_olive_sweatshirt_202608181617_bcqbnf.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787050276/Model_wearing_dark_olive_sweatshirt_202608181618_juq9ge.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787050277/Model_wearing_dark_olive_sweatshirt_202608181618_1_winubp.jpg,0,0,FALSE
XTRN Vintage Wash Sweatshirt,XTRN,"Vintage Wash Sweatshirt with soft fleece lining, unisex fit",1599,unisex,men|women,Top Wear,Sweatshirts,,,S|M|L|XL|XXL,85,https://res.cloudinary.com/duvfdxql9/image/upload/v1787050625/Model_wearing_vintage_wash_sweat__202608181625_1_ygndmo.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787050625/Model_wearing_vintage_wash_sweat__202608181626_y2dupk.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787050626/Model_wearing_vintage_wash_sweat__202608181625_ivm0il.jpg,https://res.cloudinary.com/duvfdxql9/image/upload/v1787050625/Model_wearing_vintage_wash_sweat__202608181625_1_ygndmo.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787050625/Model_wearing_vintage_wash_sweat__202608181626_y2dupk.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787050626/Model_wearing_vintage_wash_sweat__202608181625_ivm0il.jpg,https://res.cloudinary.com/duvfdxql9/image/upload/v1787050626/Model_wearing_vintage_wash_sweat__202608181624_nrxmt2.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787050625/Model_wearing_vintage_wash_sweat__202608181624_1_dyzrqs.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787050626/Model_wearing_vintage_wash_sweat__202608181625_ivm0il.jpg,0,0,FALSE
XTRN Racerback Sports Bra,XTRN,Racerback Sports Bra for medium-impact training and workouts,699,women,women,Top Wear,Sports Bras,,,XS|S|M|L,60,https://res.cloudinary.com/duvfdxql9/image/upload/v1787052425/Athletic_model_wearing_sports_bra_202608181650_c56qrp.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787052424/Athletic_model_wearing_sports_bra_202608181651_nwfehq.jpg,,,0,0,TRUE
XTRN High Impact Sports Bra,XTRN,High Impact Sports Bra for running and intense training,799,women,women,Top Wear,Sports Bras,,,XS|S|M|L,65,https://res.cloudinary.com/duvfdxql9/image/upload/v1787052424/Fitness_model_wearing_sports_bra_202608181651_eedrld.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787052424/Fitness_model_wearing_sports_bra_202608181652_yidgnr.jpg,,,0,0,FALSE
XTRN Seamless Sports Bra,XTRN,Seamless Sports Bra for everyday training and casual wear,649,women,women,Top Wear,Sports Bras,,,XS|S|M|L,70,https://res.cloudinary.com/duvfdxql9/image/upload/v1787052424/Model_wearing_sports_bra_202608181652_u8oeef.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787052424/Model_wearing_sports_bra_202608181653_motpd9.jpg,,,0,0,FALSE
XTRN Strappy Back Sports Bra,XTRN,Strappy Back Sports Bra for medium-impact training and yoga,749,women,women,Top Wear,Sports Bras,,,XS|S|M|L,75,https://res.cloudinary.com/duvfdxql9/image/upload/v1787052423/Female_model_wearing_sports_bra_202608181653_v9lzrw.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787052423/Female_model_wearing_sports_bra_202608181654_jaxwc9.jpg,,,0,0,TRUE
XTRN Padded Sports Bra,XTRN,Padded Sports Bra for medium-impact training and gym workouts,849,women,women,Top Wear,Sports Bras,,,XS|S|M|L,80,https://res.cloudinary.com/duvfdxql9/image/upload/v1787052423/Woman_wearing_sports_bra_202608181654_gap2xe.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787052423/Woman_wearing_sports_bra_202608181655_qicm3b.jpg,,,0,0,FALSE
XTRN Mesh Panel Sports Bra,XTRN,Mesh Panel Sports Bra for running and outdoor training,699,women,women,Top Wear,Sports Bras,,,XS|S|M|L,85,https://res.cloudinary.com/duvfdxql9/image/upload/v1787052423/Fitness_model_wearing_sports_bra_202608181656_ntibtd.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787052423/Fitness_model_wearing_sports_bra_202608181656_1_nfap4p.jpg,,,0,0,FALSE
XTRN Running Shorts,XTRN,Running Shorts for running and outdoor training,599,men,men,Bottom Wear,Shorts,,,S|M|L|XL,60,https://res.cloudinary.com/duvfdxql9/image/upload/v1787053135/Model_wearing_running_shorts_202608181707_o0xqjf.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787053135/Model_wearing_running_shorts_202608181707_o0xqjf.jpg,,,0,0,TRUE
XTRN Training Shorts,XTRN,Training Shorts for gym and everyday workouts,649,men,men,Bottom Wear,Shorts,,,S|M|L|XL,65,https://res.cloudinary.com/duvfdxql9/image/upload/v1787053286/Model_wearing_training_shorts_202608181710_fl5e7d.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787053286/Model_wearing_training_shorts_202608181711_yonhdw.jpg,,,0,0,FALSE
XTRN Compression Shorts,XTRN,Compression Shorts for high-intensity training,549,men,men,Bottom Wear,Shorts,,,S|M|L|XL,70,https://res.cloudinary.com/duvfdxql9/image/upload/v1787053418/Model_wearing_compression_shorts_202608181712_i1emye.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787053418/Model_wearing_compression_shorts_202608181713_xj2rai.jpg,,,0,0,FALSE
XTRN Basketball Shorts,XTRN,Basketball Shorts with loose fit for court and gym,699,men,men,Bottom Wear,Shorts,,,S|M|L|XL,75,https://res.cloudinary.com/duvfdxql9/image/upload/v1787053533/Model_wearing_basketball_shorts_202608181714_hogu5r.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787053532/Model_wearing_basketball_shorts_202608181715_bp9tnw.jpg,,,0,0,TRUE
XTRN Mesh Gym Shorts,XTRN,Mesh Gym Shorts for breathable everyday training,599,men,men,Bottom Wear,Shorts,,,S|M|L|XL,80,https://res.cloudinary.com/duvfdxql9/image/upload/v1787053675/Athletic_model_wearing_gym_shorts_202608181716_t3xoo7.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787053674/Athletic_model_wearing_gym_shorts_202608181717_wt0dzu.jpg,,,0,0,FALSE
XTRN Cargo Training Shorts,XTRN,Cargo Training Shorts for gym and casual wear,749,men,men,Bottom Wear,Shorts,,,S|M|L|XL,85,https://res.cloudinary.com/duvfdxql9/image/upload/v1787053793/Model_wearing_cargo_shorts_202608181719_psameg.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787053793/Model_wearing_cargo_shorts_202608181719_1_ln9rdu.jpg,,,0,0,FALSE
XTRN Women's Running Shorts,XTRN,Women's Running Shorts for running and outdoor training,549,women,women,Bottom Wear,Shorts,,,XS|S|M|L,60,https://res.cloudinary.com/duvfdxql9/image/upload/v1787053933/Model_wearing_running_shorts_202608181721_ydmrod.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787053933/Model_wearing_running_shorts_202608181721_1_n3amzu.jpg,,,0,0,TRUE
XTRN Women's Bike Shorts,XTRN,Women's Bike Shorts for cycling and gym training,599,women,women,Bottom Wear,Shorts,,,XS|S|M|L,65,https://res.cloudinary.com/duvfdxql9/image/upload/v1787054090/Model_wearing_athletic_bike_shorts_202608181723_b03cjp.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787054089/Model_wearing_athletic_bike_shorts_202608181724_zmxgvz.jpg,,,0,0,FALSE
XTRN Women's Training Shorts,XTRN,Women's Training Shorts for gym and everyday workouts,649,women,women,Bottom Wear,Shorts,,,XS|S|M|L,70,https://res.cloudinary.com/duvfdxql9/image/upload/v1787054211/Model_wearing_training_shorts_202608181726_ozebfs.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787054210/Model_wearing_training_shorts_202608181726_1_tj0hrv.jpg,,,0,0,FALSE
XTRN Women's High-Waist Shorts,XTRN,Women's High-Waist Shorts for yoga and low-impact training,699,women,women,Bottom Wear,Shorts,,,XS|S|M|L,75,https://res.cloudinary.com/duvfdxql9/image/upload/v1787054396/Woman_wearing_athletic_fitness_s__202608181729_ucqr1f.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787054395/Woman_wearing_athletic_fitness_s__202608181729_1_hzlc65.jpg,,,0,0,TRUE
XTRN Women's Mesh Shorts,XTRN,Women's Mesh Shorts for breathable everyday training,599,women,women,Bottom Wear,Shorts,,,XS|S|M|L,80,https://res.cloudinary.com/duvfdxql9/image/upload/v1787054534/Female_model_wearing_mesh_shorts_202608181731_puysht.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787054533/Female_model_wearing_mesh_shorts_202608181732_hwhsau.jpg,,,0,0,FALSE
XTRN Women's Compression Shorts,XTRN,Women's Compression Shorts for high-intensity training,649,women,women,Bottom Wear,Shorts,,,XS|S|M|L,85,https://res.cloudinary.com/duvfdxql9/image/upload/v1787054657/Female_model_wearing_compression__202608181733_tjdwxj.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787054656/Female_model_wearing_compression__202608181734_i8sver.jpg,,,0,0,FALSE
XTRN Jogger Track Pants,XTRN,Jogger Track Pants for gym and everyday training,899,men,men,Bottom Wear,Track Pants,,,S|M|L|XL,60,https://res.cloudinary.com/duvfdxql9/image/upload/v1787055116/Model_wearing_black_track_pants_202608181740_axkcn7.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787055115/Model_wearing_black_track_pants_202608181741_nueezm.jpg,,,0,0,TRUE
XTRN Slim Fit Track Pants,XTRN,Slim Fit Track Pants for training and casual wear,949,men,men,Bottom Wear,Track Pants,,,S|M|L|XL,65,https://res.cloudinary.com/duvfdxql9/image/upload/v1787055327/Model_wearing_navy_track_pants_202608181743_o9no7t.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787055327/Model_wearing_navy_track_pants_202608181743_1_xijxde.jpg,,,0,0,FALSE
XTRN Tapered Training Pants,XTRN,Tapered Training Pants for gym and outdoor training,999,men,men,Bottom Wear,Track Pants,,,S|M|L|XL,70,https://res.cloudinary.com/duvfdxql9/image/upload/v1787055476/Model_wearing_navy_track_pants_202608181747_dpgqn2.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787055475/Model_wearing_navy_track_pants_202608181747_1_qvgdex.jpg,,,0,0,FALSE
XTRN Fleece Track Pants,XTRN,Fleece Track Pants for warmth during training and casual wear,1049,men,men,Bottom Wear,Track Pants,,,S|M|L|XL,75,https://res.cloudinary.com/duvfdxql9/image/upload/v1787055649/Model_wearing_fleece_track_pants_202608181749_wvvmdc.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787055648/Model_wearing_fleece_track_pants_202608181750_dzfkdf.jpg,,,0,0,TRUE
XTRN Cargo Track Pants,XTRN,Cargo Track Pants for training and street style,1099,men,men,Bottom Wear,Track Pants,,,S|M|L|XL,80,https://res.cloudinary.com/duvfdxql9/image/upload/v1787055766/Model_wearing_olive_cargo_pants_202608181752_fod3vk.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787055765/Model_wearing_olive_cargo_pants_202608181752_1_joradd.jpg,,,0,0,FALSE
XTRN Straight Fit Track Pants,XTRN,Straight Fit Track Pants for everyday training and casual wear,899,men,men,Bottom Wear,Track Pants,,,S|M|L|XL,85,https://res.cloudinary.com/duvfdxql9/image/upload/v1787055929/Model_wearing_dark_burgundy_trac__202608181754_y6vj0p.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787055928/Model_wearing_dark_burgundy_trac__202608181754_1_lqmpuw.jpg,,,0,0,FALSE
XTRN Women's Jogger Pants,XTRN,Women's Jogger Pants for gym and everyday training,799,women,women,Bottom Wear,Track Pants,,,XS|S|M|L,60,https://res.cloudinary.com/duvfdxql9/image/upload/v1787056088/Model_wearing_jogger_pants_202608181757_qurp4v.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787056087/Model_wearing_jogger_pants_202608181757_1_ptn9bu.jpg,,,0,0,TRUE
XTRN Women's High-Waist Track Pants,XTRN,Women's High-Waist Track Pants for training and yoga,899,women,women,Bottom Wear,Track Pants,,,XS|S|M|L,65,https://res.cloudinary.com/duvfdxql9/image/upload/v1787056299/Model_wearing_athletic_track_pants_202608181800_ruqugd.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787056298/Model_wearing_athletic_track_pants_202608181801_nus3lc.jpg,,,0,0,FALSE
XTRN Women's Slim Fit Pants,XTRN,Women's Slim Fit Pants for training and casual wear,849,women,women,Bottom Wear,Track Pants,,,XS|S|M|L,70,https://res.cloudinary.com/duvfdxql9/image/upload/v1787056517/Woman_wearing_athletic_fitness_p__202608181803_rnkbsp.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787056516/Woman_wearing_athletic_fitness_p__202608181804_ordrbs.jpg,,,0,0,FALSE
XTRN Women's Fleece Joggers,XTRN,Women's Fleece Joggers for warmth during training and casual wear,949,women,women,Bottom Wear,Track Pants,,,XS|S|M|L,75,https://res.cloudinary.com/duvfdxql9/image/upload/v1787056639/Model_wearing_fleece_joggers_202608181806_wgiq4e.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787056637/Model_wearing_fleece_joggers_202608181807_wznxvh.jpg,,,0,0,TRUE
XTRN Women's Cargo Track Pants,XTRN,Women's Cargo Track Pants for training and street style,999,women,women,Bottom Wear,Track Pants,,,XS|S|M|L,80,https://res.cloudinary.com/duvfdxql9/image/upload/v1787056639/Model_wearing_fleece_joggers_202608181806_wgiq4e.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787056637/Model_wearing_fleece_joggers_202608181807_wznxvh.jpg,,,0,0,FALSE
XTRN Women's Flare Track Pants,XTRN,Women's Flare Track Pants for yoga and casual wear,899,women,women,Bottom Wear,Track Pants,,,XS|S|M|L,85,https://res.cloudinary.com/duvfdxql9/image/upload/v1787056999/Female_model_wearing_track_pants_202608181812_tesrcv.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787056999/Female_model_wearing_track_pants_202608181812_1_vcc3rt.jpg,,,0,0,FALSE
XTRN Long Sleeve Compression Top,XTRN,Long Sleeve Compression Top for high-intensity training,899,men,men,Top Wear,Compression Wear,,,S|M|L|XL,60,https://res.cloudinary.com/duvfdxql9/image/upload/v1787062046/Model_wearing_black_compression_top_202608181936_ary1nk.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787062046/Model_wearing_black_compression_top_202608181937_aljjoc.jpg,,,0,0,TRUE
XTRN Short Sleeve Compression Top,XTRN,Short Sleeve Compression Top for training and running,799,men,men,Top Wear,Compression Wear,,,S|M|L|XL,65,https://res.cloudinary.com/duvfdxql9/image/upload/v1787062162/Model_wearing_compression_top_202608181938_lzvvsj.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787062147/Model_wearing_compression_top_202608181938_1_lshky8.jpg,,,0,0,FALSE
XTRN Compression Leggings,XTRN,Compression Leggings for running and high-intensity training,999,men,men,Bottom Wear,Compression Wear,,,S|M|L|XL,70,https://res.cloudinary.com/duvfdxql9/image/upload/v1787062292/Fitness_model_wearing_compressio__202608181940_mjlopr.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787062292/Fitness_model_wearing_compressio__202608181941_x51jju.jpg,,,0,0,FALSE
XTRN Compression Tights,XTRN,Compression Tights for gym and outdoor training,949,men,men,Bottom Wear,Compression Wear,,,S|M|L|XL,75,https://res.cloudinary.com/duvfdxql9/image/upload/v1787062401/Model_wearing_athletic_compressi__202608181942_u4sicg.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787062401/Model_wearing_athletic_compressi__202608181943_cilahp.jpg,,,0,0,TRUE
XTRN Sleeveless Compression Top,XTRN,Sleeveless Compression Top for gym and strength training,749,men,men,Top Wear,Compression Wear,,,S|M|L|XL,80,https://res.cloudinary.com/duvfdxql9/image/upload/v1787062528/Model_wearing_sleeveless_compres__202608181944_hyofyv.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787062527/Model_wearing_sleeveless_compres__202608181945_v8uyis.jpg,,,0,0,FALSE
XTRN Women's Long Sleeve Compression Top,XTRN,Women's Long Sleeve Compression Top for high-intensity training,849,women,women,Top Wear,Compression Wear,,,XS|S|M|L,60,https://res.cloudinary.com/duvfdxql9/image/upload/v1787062674/Woman_wearing_athletic_compressi__202608181946_dhe6s8.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787062674/Woman_wearing_athletic_compressi__202608181947_bs2uzd.jpg,,,0,0,TRUE
XTRN Women's Compression Leggings,XTRN,Women's Compression Leggings for running and high-intensity training,949,women,women,Bottom Wear,Compression Wear,,,XS|S|M|L,65,https://res.cloudinary.com/duvfdxql9/image/upload/v1787063124/Woman_wearing_athletic_leggings_202608181954_efbnxp.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787063123/Woman_wearing_athletic_leggings_202608181955_p2p4ed.jpg,,,0,0,FALSE
XTRN Women's Compression Tights,XTRN,Women's Compression Tights for gym and outdoor training,899,women,women,Bottom Wear,Compression Wear,,,XS|S|M|L,70,https://res.cloudinary.com/duvfdxql9/image/upload/v1787063425/Woman_wearing_athletic_compressi__202608181959_t3ngwe.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787063407/Woman_wearing_athletic_compressi__202608181959_1_zfwlec.jpg,,,0,0,TRUE
XTRN Women's Sleeveless Compression Top,XTRN,Women's Sleeveless Compression Top for gym and strength training,699,women,women,Top Wear,Compression Wear,,,XS|S|M|L,75,https://res.cloudinary.com/duvfdxql9/image/upload/v1787063544/Model_wearing_royal_blue_top_202608182001_rummxd.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787063543/Model_wearing_royal_blue_top_202608182002_fehuum.jpg,,,0,0,FALSE
XTRN Women's Compression Shorts Base Layer,XTRN,Women's Compression Shorts Base Layer for high-intensity training,649,women,women,Bottom Wear,Compression Wear,,,XS|S|M|L,80,https://res.cloudinary.com/duvfdxql9/image/upload/v1787063746/Fitness_model_wearing_compressio__202608182003_ftpder.jpg|https://res.cloudinary.com/duvfdxql9/image/upload/v1787063745/Fitness_model_wearing_compressio__202608182005_desjfn.jpg,,,0,0,FALSE
